GENE	Glycerol_5.7	Glycerol_7	Pyruvate_5.7	Pyruvate_7	Pfam	GO
MT_RS17105	137.0975	145.9605	133.5560	125.5965	PMI_typeI	GO:0004476,GO:0005975,GO:0008270
MT_RS17110	197.0770	165.4610	144.0200	148.9815		
MT_RS17115	326.0775	319.0885	293.3390	295.0645	PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV	GO:0005975,GO:0016868,GO:0071704
MT_RS17120	1107.2600	1374.5700	1242.6600	1211.5550	DUF3499	
MT_RS17125	322.1860	190.2195	231.0760	160.0070	Zincin_1	
MT_RS17130	0.0000	0.0000	0.0000	0.0000	Whib	
MT_RS17135	73.0566	102.0865	93.1817	99.0640	UPF0052	
MT_RS17140	66.0464	84.7298	78.9124	76.5044	F420_ligase,Nitroreductase	
MT_RS17145	41.1977	30.7123	39.0653	23.6932		
MT_RS17150	245.6295	318.9235	253.0720	260.1980	Hexapep,NTP_transf_3,NTP_transferase	GO:0009058,GO:0016779
MT_RS17155	118.4625	160.8205	147.1075	134.1280	Glyco_tranf_2_3,Glycos_transf_2	
MT_RS17160	179.4235	163.6270	148.0695	158.5450	3Beta_HSD,Epimerase,GDP_Man_Dehyd,NAD_binding_4,Polysacc_synt_2,RmlD_sub_bind	GO:0003824,GO:0003854,GO:0006694,GO:0016616,GO:0050662,GO:0055114
MT_RS17165	298.7710	269.2385	284.1425	244.4375	LytR_C,LytR_cpsA_psr	
MT_RS17170	214.4105	238.4940	213.4490	198.9950		
MT_RS17175	180.3680	141.5490	91.8266	228.5845	DUF1490	
MT_RS17180	614.2935	417.7550	200.9370	336.1160	E1-E2_ATPase,Hydrolase	
MT_RS17185	370.4695	480.3655	452.9565	474.9175	Cation_efflux	GO:0006812,GO:0008324,GO:0016021,GO:0055085
MT_RS17190	105.2570	169.2115	145.6010	164.4960	CoA_transf_3	GO:0008410
MT_RS17195	162.0065	237.8690	227.2360	239.3950	Pro_CA,Sulfate_transp	GO:0004089,GO:0008270,GO:0008272,GO:0015116,GO:0016021
MT_RS17200	243.1565	350.0080	369.2830	351.4055	Acyl-CoA_dh_1,Acyl-CoA_dh_2,Acyl-CoA_dh_M,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS17205	118.3370	130.9750	114.1295	121.6525	AIRC	GO:0006189
MT_RS17210	127.8575	150.2825	119.0985	117.1720	ATP-grasp,CPSase_L_D2,GARS_A,PurK_C	GO:0005524
MT_RS17215	218.5460	350.5995	321.0880	300.6340	GtrA	GO:0000271,GO:0016021
MT_RS17220	84.9954	134.5690	109.4278	95.9794	bPH_2	
MT_RS17225	66.2841	56.6070	55.4408	46.8475	BPL_C,BPL_LplA_LipB	GO:0006464
MT_RS17230	161.0845	290.3690	272.8865	289.5695	Carboxyl_trans	
MT_RS17235	299.3825	435.2485	482.7165	341.4050	ACC_epsilon	
MT_RS17240	66.6806	83.5519	77.8259	75.3944	Maf	GO:0047429
MT_RS17245	501.3980	458.4250	467.2470	446.0150	Rhodanese	
MT_RS17250	487.3115	334.9685	338.8920	302.3420	SufE	
MT_RS17255	405.4000	432.6100	453.4020	399.0175	ATP-grasp,Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2,Dala_Dala_lig_C	GO:0005524,GO:0008716
MT_RS17260	54.5619	63.8838	46.5163	50.8362	Sigma70_r2,Sigma70_r3,Sigma70_r4,Sigma70_r4_2	GO:0003677,GO:0003700,GO:0006352,GO:0006355,GO:0016987
MT_RS17265	188.2490	209.0110	142.5225	191.0040		
MT_RS17270	320.1720	195.8940	166.8160	221.9720		
MT_RS17275	230.7710	109.3630	90.1699	69.9772		
MT_RS17280	572.4115	202.5050	126.8910	139.2715	Aminotran_3	GO:0008483,GO:0030170
MT_RS17285	75.2672	109.8627	125.8440	106.4181	AsnC_trans_reg,HTH_24,HTH_AsnC-type	GO:0043565
MT_RS17290	42.8078	84.0769	71.1817	89.9559	DUF1338	
MT_RS17295	72.6602	104.9490	83.5793	99.7133	Aldedh	GO:0016491,GO:0055114
MT_RS17300	6.1023	5.4998	7.0502	4.0573	DUF4143	
MT_RS17305	637.5015	698.7450	472.8355	689.3470	TetR_N	GO:0003677
MT_RS17310	69.0833	47.0812	42.4425	41.1644	DEAD,DEAD_assoc,Helicase_C,ResIII	GO:0003676,GO:0003677,GO:0005524,GO:0016787,GO:0016818
MT_RS17315	66.7001	38.8389	34.0298	32.5951	Fapy_DNA_glyco,H2TH	GO:0003684,GO:0003906,GO:0006284,GO:0006289,GO:0008270,GO:0016799
MT_RS17320	30.4132	31.1412	41.1284	29.8551	Esterase_phd,Peptidase_S9	GO:0005576,GO:0006508,GO:0008236,GO:0016787
MT_RS17325	79.7766	104.0615	97.7643	91.7921	DUF1269,Sulfatase	GO:0008484
MT_RS17330	73.1791	146.9275	108.5700	140.4480	PseudoU_synth_2	GO:0001522,GO:0003723,GO:0009451,GO:0009982
MT_RS17335	150.3350	241.5630	185.2255	212.1175	PhoU	
MT_RS17340	195.6195	256.0840	219.9225	224.1830	DAO,DAO_C,FAD_binding_2,FAD_binding_3,FAD_oxidored	GO:0016491,GO:0055114,GO:0071949
MT_RS17345	363.7435	354.4695	305.8885	305.0070	K_oxygenase,Pyr_redox,Pyr_redox_2,Pyr_redox_dim,Trp_halogenase	GO:0016491,GO:0045454,GO:0055114
MT_RS17350	185.5760	259.7815	254.3535	221.0605	AIG2_2,GGACT	
MT_RS17355	81.6051	102.3845	96.1076	91.5217	Peptidase_M20	GO:0016787
MT_RS17360	105.4710	118.0245	107.9560	98.2464	M20_dimer,Peptidase_M20	GO:0016787
MT_RS17365	122.5575	155.6900	145.2760	159.8010	PNP_UDP_1	GO:0003824,GO:0009116
MT_RS17370	35.1560	48.5181	39.3373	43.4320	PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV	GO:0005975,GO:0016868,GO:0071704
MT_RS17375	60.1598	63.5002	66.0747	62.4369	Pribosyltran,UPRTase	GO:0009116
MT_RS17380	222.5400	187.5225	275.2185	200.2460	Phosphoesterase	GO:0016788
MT_RS17385	138.7715	148.3555	169.8665	138.2385		
MT_RS17390	64.1927	43.4518	44.0372	43.1587	Abhydrolase_1,Abhydrolase_6	
MT_RS17395	87.7211	4.0461	163.9020	8.1105		
MT_RS17400	95.2128	106.4200	90.5622	96.9134	A_deaminase	GO:0019239
MT_RS17405	55.9289	47.7757	64.1221	42.8806	Glycos_trans_3N,Glycos_transf_3,PYNP_C	GO:0006213,GO:0016757,GO:0016763
MT_RS17410	123.4770	90.1876	145.5655	101.3265	dCMP_cyt_deam_1,dCMP_cyt_deam_2	GO:0004126,GO:0008270,GO:0009972
MT_RS17415	102.5818	180.6795	167.6265	182.5385	Sdh_cyt	GO:0016627
MT_RS17420	83.8314	162.0990	149.6590	135.7095	Sdh_cyt	GO:0016627
MT_RS17425	49.4671	88.5329	78.3287	90.6415	FAD_binding_2,Succ_DH_flav_C	GO:0016491,GO:0055114
MT_RS17430	66.8768	118.1950	105.3698	116.6875	Fer2_3,Fer4_10,Fer4_17,Fer4_8	GO:0009055,GO:0051536
MT_RS17435	101.8194	207.4305	158.5135	148.9595	PIN	
MT_RS17440	0.0000	0.0000	0.0000	0.0000		
MT_RS17445	94.4221	188.0905	81.0732	189.0090	Methyltransf_25	
MT_RS17450	170.5070	326.6670	144.4650	326.0880	MoaE,ThiS	GO:0006777
MT_RS17455	139.3800	263.6830	105.5480	280.8250	MoaC	GO:0006777
MT_RS17460	191.1640	337.8050	131.2230	289.2130	Pterin_4a	GO:0006729,GO:0008124
MT_RS17465	113.5250	253.4315	75.7511	269.7225	Fer4_12,Fer4_14,Mob_synth_C,Radical_SAM	GO:0003824,GO:0006777,GO:0019008,GO:0051536,GO:0051539
MT_RS17470	268.8835	460.7800	187.4470	408.3530		
MT_RS17475	37.5487	54.9648	53.5020	47.6356	BTAD,FHA,Trans_reg_C,Yop-YscD_cpl	GO:0000160,GO:0003677,GO:0005515,GO:0006355
MT_RS17480	21.2789	23.6703	26.7652	24.9916		
MT_RS17485	31.9429	35.0131	35.6247	34.2786	DEDD_Tnp_IS110,Transposase_20	GO:0003677,GO:0004803,GO:0006313
MT_RS17490	243.6140	154.1005	146.1535	154.7170	Sigma70_r2,Sigma70_r4_2,SnoaL_2	GO:0003677,GO:0003700,GO:0006352,GO:0006355,GO:0016987
MT_RS17495	87.5048	137.5375	117.4585	123.2925	Aminotran_3	GO:0008483,GO:0030170
MT_RS17500	164.9940	247.1005	194.5370	227.8940	Beta-lactamase2,Peptidase_S11	GO:0006508,GO:0009002
MT_RS17505	36.8360	129.3320	66.0397	138.0835	MFS_1,Sugar_tr	GO:0016021,GO:0022857,GO:0055085
MT_RS17510	24.7516	127.8335	40.2455	122.2265	Amidohydro_1	GO:0016787
MT_RS17515	12.5578	13.1265	15.5793	11.3467	DUF732	
MT_RS17520	243.4940	125.6885	197.8595	211.6830	MerR,MerR-DNA-bind,MerR_1	GO:0003677,GO:0006355
MT_RS17525	60.3244	76.1835	48.7279	59.2429	Virul_fac_BrkB	
MT_RS17530	134.9525	230.9470	176.8190	193.6375	tRNA-synt_1b	GO:0000166,GO:0004812,GO:0005524,GO:0006418
MT_RS17535	82.8338	89.9959	69.0512	103.8765	Abhydrolase_6	
MT_RS17540	105.2039	96.0926	67.4483	73.3935	Iso_dh	GO:0016616,GO:0055114
MT_RS17545	129.3655	108.2795	120.1690	98.7617	Cys_Met_Meta_PP	GO:0019346,GO:0030170
MT_RS17550	142.6885	123.1945	128.2230	119.2350	Abhydrolase_1	
MT_RS17555	89.9543	74.1579	72.9363	67.9017	Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_31,Ubie_methyltran	GO:0008168
MT_RS17560	19.6495	13.6144	26.1931	12.4677	PPE,Pentapeptide_2	
MT_RS17565	11.2232	11.4864	11.0541	10.7337		
MT_RS17570	12.5326	9.0875	9.1281	8.7255	PE	
MT_RS17575	0.0000	0.0000	0.0000	0.0000	DUF3017	
MT_RS17590	89.9091	56.3251	71.3589	52.2779	DEDD_Tnp_IS110	GO:0003677,GO:0004803,GO:0006313
MT_RS17595	24.2926	26.0927	28.2582	23.9920	DDE_Tnp_ISL3	
MT_RS17600	0.0000	0.0000	0.0000	0.0000		
MT_RS17605	20.0307	21.8083	16.6727	17.5533	PPE,Pentapeptide_2	
MT_RS17610	13.4846	21.2634	16.1986	16.9227	BBE	GO:0016491,GO:0050660,GO:0055114
MT_RS17615	14.0135	10.5136	11.9388	9.1933	FAD_binding_4	GO:0016491,GO:0050660,GO:0055114
MT_RS17620	0.0000	0.0000	0.0000	0.0000		
MT_RS17625	448.8430	645.0480	445.7160	723.4955	DUF732	
MT_RS17630	80.2930	119.3741	105.5545	99.5312	DUF3017	
MT_RS17635	184.4755	193.7925	178.1645	181.3745	THF_DHG_CYH,THF_DHG_CYH_C	GO:0004488,GO:0055114
MT_RS17640	0.0000	0.0000	0.0000	0.0000	PhdYeFM_antitox	
MT_RS17645	0.0000	0.0000	0.0000	0.0000	YoeB_toxin	GO:0004519,GO:0006401
MT_RS17650	25.3685	24.4291	24.1206	25.1325	Oxidored_FMN	GO:0010181,GO:0016491,GO:0055114
MT_RS17655	249.3455	151.7770	117.8640	107.3103	FHA,Yop-YscD_cpl	GO:0005515
MT_RS17660	31.1577	50.1715	40.7122	45.7468	Pentapeptide,Pentapeptide_4	
MT_RS17665	60.4334	89.8354	75.0855	83.3590	ATP_bind_1	
MT_RS17670	60.6600	64.3811	70.0904	58.9973	DUF742	
MT_RS17675	57.4283	60.3388	61.5613	48.6663	Robl_LC7	
MT_RS17680	89.9857	113.0045	114.1545	108.1805	HAMP,HATPase_c	GO:0007165,GO:0016021
MT_RS17685	11.8577	28.6253	20.8929	27.7957	SpoU_methylase	GO:0003723,GO:0006396,GO:0008173
MT_RS17690	64.9368	90.2257	47.2045	71.8526	PE	
MT_RS17695	42.6089	46.8610	62.3680	54.1960	Nitroreductase	
MT_RS17700	186.6655	228.0940	242.7520	283.0360	Putative_PNPOx	
MT_RS17705	161.5600	33.6628	31.8815	23.1020	DNA_pol3_alpha,DNA_pol3_finger,HHH_6,PHP	GO:0003824,GO:0006260,GO:0008408
MT_RS17710	243.4300	48.6046	119.1455	41.2385	DUF1298,WES_acyltransf	GO:0004144,GO:0045017
MT_RS17715	55.3759	88.9447	64.2893	81.6117	Trehalose_PPase	GO:0003824,GO:0005992
MT_RS17720	106.6893	141.4150	193.5290	125.2135	ECH_1,ECH_2	GO:0003824,GO:0003860
MT_RS17725	0.0000	0.0000	0.0000	0.0000		
MT_RS17730	28.6206	39.2531	44.6636	39.1731	Amidase	
MT_RS17735	411.5960	524.5425	514.9160	461.8005	HAD_2,Hydrolase	
MT_RS17740	76.9286	108.0277	110.3715	90.5148	Prenyltrans,SQHop_cyclase_C	GO:0003824
MT_RS17745	60.2637	87.5696	102.7080	79.2518		
MT_RS17750	15.8461	15.4790	17.5557	13.9344	DXP_synthase_N,TPP_enzyme_C,Transket_pyr,Transketolase_C	GO:0003824,GO:0008661,GO:0016114,GO:0030976
MT_RS17755	0.0000	0.0000	0.0000	0.0000	DXP_synthase_N	GO:0008661,GO:0016114
MT_RS17760	48.3902	37.2776	40.0548	39.7127	LYTB	GO:0019288,GO:0046872,GO:0050992,GO:0051745
MT_RS17765	32.0889	30.6628	27.3653	31.2318	polyprenyl_synt	GO:0008299
MT_RS17770	133.7415	106.4250	67.7451	122.2795	PIN	
MT_RS17775	551.7220	314.9180	447.5185	335.7800	PhdYeFM_antitox	
MT_RS17790	19.2698	26.8095	22.1872	27.7043	PE	
MT_RS17795	220.6100	297.1220	301.0525	272.6485	MaoC_dehydrat_N,MaoC_dehydratas	
MT_RS17800	145.0590	317.8310	205.6185	303.0765	His_Phos_1	
MT_RS17805	21.0138	30.2203	25.3885	30.0226	Epimerase,GDP_Man_Dehyd,KR,NAD_binding_10,NAD_binding_4,adh_short,adh_short_C2	GO:0003824,GO:0050662
MT_RS17810	50.1039	85.2229	101.5515	77.1439	CMAS,Methyltransf_11,Methyltransf_23,Methyltransf_25	GO:0008168
MT_RS17815	51.6965	52.1552	63.6111	45.8551	IU_nuc_hydro	
MT_RS17820	23.5253	18.1141	13.8026	16.2756	IMS	GO:0006281
MT_RS17825	55.8678	45.3676	36.1334	34.3769		
MT_RS17830	23.6501	25.1608	27.5242	18.6784		
MT_RS17835	179.2585	161.1845	200.0205	138.2965	GATase,GMP_synt_C,NAD_synthase,Peptidase_C26	GO:0003922,GO:0005524,GO:0006164,GO:0006177,GO:0016787
MT_RS17840	39.0919	28.6412	49.1316	29.4961	SQS_PSY	
MT_RS17845	22.3666	20.8144	30.2417	20.7304	polyprenyl_synt	GO:0008299
MT_RS17850	40.0549	31.5823	53.9433	32.8677	LCM	GO:0008168,GO:0032259
MT_RS17855	142.2740	133.6490	183.3180	130.3865	HAD_2,Hydrolase,Hydrolase_like	
MT_RS17860	101.9930	129.2325	157.8915	131.3550	Glyco_hydro_65C,Glyco_hydro_65N,Glyco_hydro_65m	GO:0003824,GO:0005975
MT_RS17865	19.2176	33.2795	20.5821	28.8185	DegT_DnrJ_EryC1	
MT_RS17870	49.9497	64.9728	66.5169	55.8806	NAD_binding_9	
MT_RS17875	171.9275	227.5555	231.3700	192.1210	Formyl_trans_N,N_formyltrans_C	GO:0009058,GO:0016742
MT_RS17880	63.1685	121.2335	90.9113	120.2605	TetR_N	GO:0003677
MT_RS17885	110.9495	29.1568	40.0572	31.4780	TauD	GO:0016491,GO:0055114
MT_RS17890	77.2694	50.9196	45.3242	49.5365	PhdYeFM_antitox	
MT_RS17895	143.4745	163.2070	140.1380	168.1895	PIN	
MT_RS17900	180.5195	190.9840	150.6625	179.8680	FAD_binding_2,GMC_oxred_C,NAD_binding_8	GO:0016614,GO:0055114
MT_RS17905	103.2170	110.2780	112.2415	111.0855	FMN_dh,IMPDH	GO:0003824,GO:0016491,GO:0055114
MT_RS17910	300.6500	253.0850	234.3270	239.7310	CBS,IMPDH	GO:0003824,GO:0055114
MT_RS17915	2121.2350	2756.2500	2564.6550	2672.6900	DUF5319	
MT_RS17920	436.5420	583.7950	305.9905	485.4515	RsdA_SigD_bd	
MT_RS17925	933.5470	1153.4150	683.1545	913.1125	Sigma70_r2,Sigma70_r4,Sigma70_r4_2	GO:0003677,GO:0003700,GO:0006352,GO:0006355,GO:0016987
MT_RS17930	24.7115	33.8455	20.8340	26.8693		
MT_RS17935	855.3765	268.3320	988.7670	364.6015	Whib	
MT_RS17940	171.4270	219.8900	260.0790	218.0760	Cpn60_TCP1	GO:0005524
MT_RS17945	113.0376	132.4480	312.2160	125.4650	Cpn10	GO:0006457
MT_RS17950	91.5533	75.4734	81.6559	63.5505	Peptidase_M22	
MT_RS17955	104.9755	79.9558	95.7777	77.4938	Acetyltransf_1,Acetyltransf_10,Acetyltransf_7,FR47	GO:0008080,GO:0016747
MT_RS17960	255.2835	210.0260	230.3570	183.4520	Peptidase_M22	
MT_RS17965	143.1345	85.6989	96.3491	71.7951	TsaE	GO:0002949
MT_RS17970	143.3390	110.1770	133.2860	90.8356	Ala_racemase_C,Ala_racemase_N	
MT_RS17975	38.2397	17.5984	55.5620	17.1777		
MT_RS17980	219.5420	211.9065	168.8225	181.9070	PPE	
MT_RS17985	42.7532	39.5073	39.4136	32.6940		
MT_RS17990	72.0312	97.1689	75.3491	104.1266	MULE,Transposase_mut	GO:0003677,GO:0004803,GO:0006313
MT_RS17995	36.6698	44.3977	45.2094	43.2556	Pyridoxal_deC	GO:0016831,GO:0019752,GO:0030170
MT_RS18000	48.9719	54.6540	44.6243	52.2559	Carb_kinase,YjeF_N	GO:0052855
MT_RS18005	34.8212	48.8150	45.8291	38.7795		
MT_RS18010	106.8435	131.1645	136.2530	120.6380	DUF4436	
MT_RS18015	173.5235	152.9590	199.8280	155.7915	GATase_6,GATase_7,SIS	GO:0097367,GO:1901135
MT_RS18020	350.5355	175.2970	208.6185	187.8020	DUF2510	
MT_RS18025	98.8452	188.1555	152.7655	186.5195		
MT_RS18030	24.2978	27.7527	30.6719	25.2841		
MT_RS18035	34.9843	32.2049	34.3773	26.3818		
MT_RS18040	203.7485	293.3260	243.1930	261.6740	PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV	GO:0005975,GO:0016868,GO:0071704
MT_RS18045	552.5370	747.0270	818.9055	708.2720	Ribosomal_S9	GO:0003735,GO:0005840,GO:0006412
MT_RS18050	766.8240	1018.2230	1180.6150	943.7715	Ribosomal_L13	GO:0003735,GO:0005840,GO:0006412
MT_RS18055	50.2452	51.8409	67.4976	51.5042	WXG100	
MT_RS18060	20.2345	14.2904	21.1702	12.3163	WXG100	
MT_RS18065	8.7373	3.0945	5.2013	2.9287		
MT_RS18070	8.9120	3.6387	7.3395	4.0893	FtsK_SpoIIIE	GO:0000166,GO:0003677,GO:0005524
MT_RS18075	14.6682	5.7870	12.5172	5.4508	YukD	
MT_RS18080	22.5041	16.1044	20.7742	14.6489	Peptidase_S8	GO:0004252,GO:0006508
MT_RS18085	23.8963	22.8024	21.0816	22.3543	T7SS_ESX1_EccB	
MT_RS18090	112.2630	64.4463	93.6986	59.6277	Cutinase	GO:0016787
MT_RS18095	70.0435	60.7669	78.4677	76.6482	Cutinase	GO:0016787
MT_RS18100	28.2606	16.2752	28.0105	13.8060		
MT_RS18105	133.3270	176.8340	170.7090	131.9590	PseudoU_synth_1	GO:0001522,GO:0003723,GO:0009451,GO:0009982
MT_RS18110	858.4695	985.6940	1119.2400	789.3455	Ribosomal_L17	GO:0003735,GO:0005840,GO:0006412
MT_RS18115	345.1735	437.2250	475.5330	380.2205	RNA_pol_A_CTD,RNA_pol_A_bac,RNA_pol_L	GO:0003677,GO:0003899,GO:0006351,GO:0046983
MT_RS18120	862.2315	1234.8950	1253.3850	1163.0600	Ribosomal_S4,S4	GO:0003723,GO:0019843
MT_RS18125	733.4875	1058.0950	1131.3200	1003.3000	Ribosomal_S11	GO:0003735,GO:0005840,GO:0006412
MT_RS18130	708.0100	909.4275	1000.7435	854.9570	Ribosomal_S13	GO:0003723,GO:0003735,GO:0005840,GO:0006412
MT_RS18135	0.0000	0.0000	0.0000	0.0000	Ribosomal_L36	GO:0003735,GO:0005840,GO:0006412
MT_RS18140	0.0000	0.0000	0.0000	0.0000	eIF-1a	GO:0003723,GO:0003743,GO:0006413
MT_RS18145	59.5419	31.4164	58.2571	33.4669	Bac_luciferase	GO:0016705,GO:0055114
MT_RS18150	118.3570	194.7605	184.9445	188.4525	3Beta_HSD,Epimerase,GDP_Man_Dehyd,NAD_binding_10,NAD_binding_4,Polysacc_synt_2,RmlD_sub_bind	GO:0003824,GO:0003854,GO:0006694,GO:0016616,GO:0050662,GO:0055114
MT_RS18155	117.9625	168.1385	161.0685	144.0970	dTDP_sugar_isom	GO:0008830
MT_RS18160	41.7139	25.3015	24.7432	22.2294	DUF222	
MT_RS18165	83.5677	50.7708	41.8385	47.0226	Recombinase	GO:0000150,GO:0003677
MT_RS18170	67.8588	45.5010	32.3094	40.3761		
MT_RS18175	0.0000	0.0000	0.0000	0.0000		
MT_RS18180	44.5303	20.3561	18.8328	20.6319	DUF2742	
MT_RS18185	13.6997	11.7749	10.5512	9.1932	D5_N	
MT_RS18195	42.9626	36.1283	38.1461	31.3830		
MT_RS18200	0.0000	0.0000	0.0000	0.0000		
MT_RS18205	23.6237	14.1164	9.6439	14.4797		
MT_RS18210	90.9671	64.3513	63.9149	65.9251	Terminase_4	
MT_RS18215	173.1765	57.8019	41.5032	47.6780	Peptidase_S78	
MT_RS18220	111.8530	62.5277	44.6775	49.1968		
MT_RS18225	9.3733	4.4955	5.7631	1.9509		
MT_RS18230	29.7892	9.3277	16.9085	9.7034		
MT_RS18235	38.0388	12.1894	19.6190	12.5422	3Beta_HSD,Epimerase,GDP_Man_Dehyd,NAD_binding_10,NAD_binding_4,Polysacc_synt_2,RmlD_sub_bind	GO:0003824,GO:0003854,GO:0006694,GO:0016616,GO:0050662,GO:0055114
MT_RS18240	19.3331	8.5782	10.6483	7.0911	HMGL-like	GO:0003824
MT_RS18245	22.9237	12.6850	17.9730	11.6448	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N	GO:0000287,GO:0003824,GO:0030976
MT_RS18250	10.3386	5.2850	6.1371	5.7749	Cupin_1,Cupin_2	GO:0045735
MT_RS18255	58.6681	85.5952	95.8789	83.4808	SnoaL_4	
MT_RS18260	33.6573	31.0526	37.2071	30.4703	Abhydrolase_1,Abhydrolase_6,Hydrolase_4	
MT_RS18265	43.7442	45.8242	67.0153	47.6504	MFS_1,Sugar_tr	GO:0016021,GO:0022857,GO:0055085
MT_RS18270	2203.5550	1353.3400	3179.1700	1609.0250	PE	
MT_RS18275	913.0940	603.1320	1260.9150	805.1395	PE_PPE_C,PPE	
MT_RS18280	105.4716	75.9226	131.0835	82.9576	DUF3376,Patatin	GO:0006629
MT_RS18285	190.9230	164.4785	169.7365	149.6170	DUF1298,WES_acyltransf	GO:0004144,GO:0045017
MT_RS18290	40.9992	72.4637	71.0940	69.6224	SfLAP	
MT_RS18295	71.4082	123.4345	106.1715	116.6790	DUF2510	
MT_RS18300	119.2195	216.3360	204.4395	205.3310	Lipoprotein_21	
MT_RS18305	85.6933	80.6870	186.4730	78.5797	LytR_C,LytR_cpsA_psr	
MT_RS18310	27.1179	36.3539	34.2096	36.6232	KR,adh_short,adh_short_C2	
MT_RS18315	157.0060	64.5829	152.2645	52.8219	DoxX,DoxX_2	
MT_RS18320	770.9395	91.6312	896.0145	114.2505	Abhydrolase_3,Say1_Mug180	GO:0016787
MT_RS18325	241.1485	329.7470	415.1100	312.6845	PadR	
MT_RS18330	0.0000	0.0000	0.0000	0.0000		
MT_RS18335	162.1055	194.0425	159.8855	161.4245	Glyco_transf_20	GO:0003824,GO:0005992
MT_RS18340	342.0120	455.5890	336.0115	448.5940		
MT_RS18345	126.4145	231.1985	164.2400	188.3985		
MT_RS18350	103.8895	173.6735	134.0075	157.9245		
MT_RS18355	105.1250	211.3765	134.5715	204.4640	MlaD	
MT_RS18360	128.2350	207.0690	163.9630	182.8465	MlaD	
MT_RS18365	109.2800	189.2500	127.4635	179.1145	Mce4_CUP1,MlaD	
MT_RS18370	122.9080	195.6450	143.5620	178.5745	MlaD	
MT_RS18375	112.9745	209.4100	143.8300	204.7270	MlaD	
MT_RS18380	102.4315	174.0605	135.7750	150.2180	Mce4_CUP1,MlaD	
MT_RS18385	85.6244	153.6600	105.9080	149.3255	MlaE	GO:0043190
MT_RS18390	67.9073	115.7910	81.1895	97.1783	MlaE	GO:0043190
MT_RS18395	166.9265	62.5747	55.4787	58.0840	KR,adh_short,adh_short_C2	
MT_RS18400	0.0000	0.0000	0.0000	0.0000	Fer4_13,Fer4_15,Fer4_19	
MT_RS18405	46.2854	29.5130	25.1347	26.7390	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS18410	72.2894	43.2811	53.3650	56.3209	Acyl-CoA_dh_1,Acyl-CoA_dh_2,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS18415	11.6457	6.8204	10.1869	6.9854	AMP-binding,AMP-binding_C	GO:0003824
MT_RS18425	137.2000	275.2110	138.0940	304.9875	PE	
MT_RS18430	86.5136	162.4615	102.4913	162.2380	TPP_enzyme_N	GO:0030976
MT_RS18435	62.2927	76.9012	49.1702	63.9365	Amidohydro_2	GO:0016787
MT_RS18440	13.9466	34.3356	18.4456	32.9308	PE	
MT_RS18445	14.6389	11.3793	10.0605	9.0683	AMP-binding_C	
MT_RS18450	68.4970	55.0823	49.7889	56.3291	PE	
MT_RS18455	73.4227	37.6151	28.5513	40.8501	AMP-binding,AMP-binding_C	GO:0003824
MT_RS18460	49.5724	48.9040	38.0429	55.6921	ECH_1,ECH_2	GO:0003824,GO:0003860
MT_RS18465	25.9989	22.0820	28.0394	21.8141		
MT_RS18470	29.3098	25.7758	37.0473	21.1012	p450	GO:0005506,GO:0016705,GO:0020037,GO:0055114
MT_RS18475	238.3940	178.4275	271.1375	187.3365	Bac_luciferase	GO:0016705,GO:0055114
MT_RS18480	41.3644	53.0510	39.1616	51.6452	OB_aCoA_assoc	
MT_RS18485	28.9420	31.8705	25.8511	32.6428		
MT_RS18490	100.8024	71.5966	89.1988	63.0130		
MT_RS18495	558.4740	241.7210	804.3130	203.3310	NHL	GO:0005515
MT_RS18500	77.4817	64.9144	85.3010	65.9384	Hexapep	
MT_RS18505	187.2590	123.0810	113.7055	130.4335	Rieske	GO:0016491,GO:0051537,GO:0055114
MT_RS18510	161.4015	132.6280	95.0166	130.4550		
MT_RS18515	73.5694	126.7575	135.3945	131.8550		
MT_RS18520	0.0000	0.0000	0.0000	0.0000		
MT_RS18525	33.6009	15.1493	13.0918	10.9579	Sulfotransfer_1,Sulfotransfer_3	GO:0008146
MT_RS18530	44.6245	16.8546	18.8202	15.0948	KR,adh_short,adh_short_C2	
MT_RS18535	86.9799	69.4711	68.3160	56.1582		
MT_RS18540	10.4616	10.8300	12.0626	11.2937	PE_PPE_C,PPE	
MT_RS18545	6.5261	5.5592	5.4360	4.2842	PPE,Pentapeptide_2	
MT_RS18550	112.3825	44.5903	46.6715	39.2617	DmpG_comm,HMGL-like	GO:0003824,GO:0016833,GO:0019439
MT_RS18555	81.0088	29.0803	32.6383	26.2140	AcetDehyd-dimer,Semialdhyde_dh	GO:0008774,GO:0016620,GO:0019439,GO:0051287,GO:0055114
MT_RS18560	161.5425	60.4882	60.2034	49.3912	FAA_hydrolase	GO:0003824
