GENE	Glycerol_5.7_r1	Glycerol_5.7_r2	Glycerol_7_r1	Glycerol_7_r2	Pyruvate_5.7_r1	Pyruvate_5.7_r2	Pyruvate_7_r1	Pyruvate_7_r2	Pfam	GO
MT_RS19405	68.4495	73.1716	97.5319	92.905	72.1099	74.5424	93.0214	86.199	Aminotran_5	
MT_RS19410	53.0206	63.1518	66.5569	64.7648	53.4909	62.9951	65.2903	53.3305	Methyltransf_33	
MT_RS19415	33.7859	34.1412	44.3175	37.1946	30.7727	30.3818	36.0204	31.8652	GATase_4,GATase_6	
MT_RS19420	62.4619	66.1089	103.123	81.325	63.1771	73.47	91.1922	72.7564	DinB_2,FGE-sulfatase	
MT_RS19425	121.216	131.363	148.382	127.598	102.888	114.487	137.037	122.638	GCS2	GO:0004357,GO:0042398
MT_RS19430	72.0869	77.9761	208.36	235.876	108.318	102.896	196.885	219.1	PknH_C	
MT_RS19435	267.467	238.197	317.198	328.195	229.137	211.999	322.303	508.021		
MT_RS19440	1445.67	1663.68	329.009	207.595	724.546	818.505	318.602	265.835		
MT_RS19445	72.5159	75.5699	67.3279	65.1677	79.6158	89.9799	62.9034	63.2465	DUF4185	
MT_RS19450	269.683	261.8	213.282	230.099	298.146	291.013	200.788	188.31	Semialdhyde_dh,Semialdhyde_dhC	GO:0008652,GO:0016620,GO:0046983,GO:0051287,GO:0055114
MT_RS19455	251.266	264.458	242.032	233.605	290.677	299.723	209.343	184.502	AA_kinase,ACT,ACT_7	
MT_RS19460	189.541	199.728	130.518	118.534	139.745	142.942	75.0721	62.9002	HMGL-like,LeuA_dimer	GO:0003824,GO:0003852,GO:0009098
MT_RS19465	286.236	273.756	381.895	351.983	199.908	227.013	317.551	293.507	RNase_T	
MT_RS19470	72.9603	62.6008	103.549	93.3359	96.8692	110.1	96.8276	82.7515	DUF1727,Mur_ligase_M	GO:0005524,GO:0009058
MT_RS19475	88.0176	84.0291	153.638	152.734	135.002	154.433	140.768	134.347	GATase_3	GO:0003824,GO:0009236
MT_RS19480	26.1543	31.681	31.6655	21.821	24.5828	28.6193	20.4199	19.5228		
MT_RS19485	295.073	328.581	437.415	403.812	403.584	412.974	381.943	373.353	RecR,Toprim,Toprim_4	
MT_RS19490	427.575	397.013	666.427	815.032	640.37	609.277	620.976	739.332	YbaB_DNA_bd	
MT_RS19495	256.93	244.097	289.51	262.927	273.206	292.561	269.646	251.32	Amidase_3	GO:0008745,GO:0009253
MT_RS19500	127.972	166.453	217.722	233.244	251.454	237.742	198.515	190.411	Polyketide_cyc2	
MT_RS19505	134.013	154.766	144.877	114.811	141.208	169.487	130.441	103.863	FAD_binding_4	GO:0016491,GO:0050660,GO:0055114
MT_RS19510	169.99	176.137	179.706	170.299	181.97	188.314	164.614	174.508	CMAS,Methyltransf_11,Methyltransf_23,Methyltransf_25	GO:0008168
MT_RS19515	131.302	128.447	141.938	134.383	129.388	140.694	136.985	127.375	AAA,DNA_pol3_delta2,DNA_pol3_gamma3,RuvB_N	GO:0003887,GO:0005524,GO:0006281,GO:0006310,GO:0009378
MT_RS19520	185.158	201.038	191.703	180.807	243.722	248.066	164.441	169.101	Aminotran_MocR	
MT_RS19530	235.686	209.153	246.868	247.065	258.736	269.725	234.534	210.17		
MT_RS19535	95.8874	108.258	79.7588	63.5777	71.7542	84.0981	71.2493	58.8048	Cutinase	GO:0016787
MT_RS19540	231.889	239.027	373.32	352.423	348.189	376.889	363.389	319.823	3Beta_HSD,Epimerase,GDP_Man_Dehyd,KR,NAD_binding_10,NAD_binding_4,NmrA,Polysacc_synt_2,RmlD_sub_bind,adh_short	GO:0003824,GO:0003854,GO:0006694,GO:0016616,GO:0050662,GO:0055114
MT_RS19545	100.164	93.6126	168.5	184.354	146.562	142.204	178.356	199.68	ADH_N,ADH_zinc_N	GO:0055114
MT_RS19550	35.9883	40.2652	106.759	84.1281	45.5722	49.6385	82.6489	51.2817	Amino_oxidase,DAO,FAD_binding_3,NAD_binding_8	GO:0016491,GO:0055114,GO:0071949
MT_RS19555	19.2648	20.5487	18.4983	16.9537	16.6929	18.4212	15.3637	15.4301	MFS_1,Patatin,Sugar_tr,cNMP_binding	GO:0006629,GO:0016021,GO:0022857,GO:0055085
MT_RS19560	47.9719	53.6393	63.2466	52.304	50.1913	56.5866	64.0748	56.8565	CMAS,Fer4_12,Fer4_14,Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_31,Radical_SAM,Ubie_methyltran	GO:0003824,GO:0008168,GO:0051536
MT_RS19565	19.6491	21.5472	44.3693	33.4998	26.6255	28.9227	38.1257	29.8832		
MT_RS19570	21.2179	21.2417	36.5023	32.9178	32.383	32.8109	37.062	35.708	DNA_ligase_A_C,DNA_ligase_A_M	GO:0003910,GO:0005524,GO:0006281,GO:0006310
MT_RS19575	92.9858	99.3181	95.2884	78.3961	96.104	98.7428	92.6331	79.5847	DUF2330	
MT_RS19580	184.617	203.579	221.616	235.666	190.57	189.668	238.642	266.793	NUDIX	GO:0016787
MT_RS19585	206.455	201.754	235.04	279.355	211.166	185.299	315.525	389.909	DUF1298,WES_acyltransf	GO:0004144,GO:0045017
MT_RS19590	462.947	449.46	218.188	246.586	287.849	266.802	246.674	245.119	Adenosine_kin	
MT_RS19595	47.6919	56.2135	61.0552	47.7313	49.3243	55.3652	51.6861	48.8085	Arabinose_bd,HTH_18	GO:0003700,GO:0006355,GO:0043565
MT_RS19600	62.2999	65.672	91.9271	89.0932	75.9088	77.972	83.8899	84.8486	ThrE,ThrE_2	
MT_RS19605	66.8259	67.3189	111.487	94.3159	85.8653	95.1496	105.293	86.2987	PPE	
MT_RS19615	44.7825	46.1339	71.8165	57.2474	57.935	67.1238	59.7546	53.5887	DUF1298,WES_acyltransf	GO:0004144,GO:0045017
MT_RS19620	23.5538	24.3271	51.9647	41.5683	34.6471	40.9747	41.901	29.8273		
MT_RS19625	142.231	142.637	193.738	147.541	145.595	186.776	184.894	155.336		
MT_RS19630	14.847	15.5648	60.5604	49.694	10.9186	11.2146	46.2778	25.5461	E1-E2_ATPase,Hydrolase	
MT_RS19635	424.208	432.019	490.695	375.139	453.194	496.583	381.331	338.159	HTH_20,HTH_24,HTH_5,HTH_IclR,MarR_2	GO:0003677,GO:0003700,GO:0006355
MT_RS19640	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DUF2237	
MT_RS19645	12.4987	17.9397	8.46493	22.4632	16.2321	9.37309	17.9869	16.6508	PE	
MT_RS19650	455.033	450.335	1124.63	1086.86	989.521	997.144	1067.79	945.237		
MT_RS19655	78.9055	85.5706	122.912	99.2688	83.2605	94.677	98.9534	95.307		
MT_RS19660	32.2647	32.4219	45.7478	29.0942	37.6378	43.0391	34.2812	31.0392		
MT_RS19665	91.0106	118.569	130.966	110.982	124.022	134.099	127.548	144.81	HTH_17	
MT_RS19670	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Phage_integrase	GO:0003677,GO:0006310,GO:0015074
MT_RS19680	24.0986	23.54	53.3351	54.6097	28.1183	31.0615	50.782	41.2004	MafB19-deam,dCMP_cyt_deam_1	GO:0002100,GO:0008251
MT_RS19685	299.342	259.895	592.203	732.126	362.089	376.233	635.177	690.265		
MT_RS19690	58.8142	62.8172	73.4468	61.949	62.4891	73.3761	69.0515	60.8056	F420_oxidored,PDH	GO:0004665,GO:0006571,GO:0008977,GO:0055114
MT_RS19695	256.398	284.478	288.621	217.338	210.422	226.802	219.077	172.076	Glycolipid_bind	
MT_RS19700	51.0879	55.3212	57.1544	50.0965	39.3998	38.7413	48.7196	33.6548	BPD_transp_1	GO:0016020,GO:0055085
MT_RS19705	82.4345	75.2927	93.1443	84.378	62.0334	74.2991	81.981	71.1602	BPD_transp_1	GO:0016020,GO:0055085
MT_RS19710	89.7181	100.054	98.0837	89.0848	69.8255	78.957	80.3889	65.186	ABC_tran	GO:0005524,GO:0016887
MT_RS19715	190.951	204.422	177.761	148.674	142.017	156.843	145.424	142.993	OpuAC	GO:0022857,GO:0043190,GO:0055085
MT_RS19720	484.015	371.381	466.33	512.045	395.616	413.741	470.396	707.032	LapA_dom	GO:0005887
MT_RS19725	48.9453	53.1051	56.2415	51.3932	68.6298	71.5604	59.3604	48.9692	APH	
MT_RS19730	53.544	54.6123	68.1791	74.2762	70.6751	70.1123	72.1229	84.6913	Alkyl_sulf_C,Alkyl_sulf_dimr,Lactamase_B,Lactamase_B_2	GO:0046983
MT_RS19735	1837.69	1289.3	2142.49	3220.82	1975.94	1430.05	2343.87	3232.18	Myco_19_kDa	GO:0016020
MT_RS19740	290.347	270.697	127.793	147.111	171.835	154.109	142.925	170.426	HAMP,HATPase_c,HisKA	GO:0000155,GO:0007165,GO:0016021
MT_RS19745	814.516	821.286	89.703	73.2829	354.209	348.757	76.6336	65.1573	Response_reg,Trans_reg_C	GO:0000160,GO:0003677,GO:0006355
MT_RS19750	166.564	175.748	50.9252	54.1329	176.495	162.002	77.0393	99.2959		
MT_RS19755	333.408	320.193	32.4113	28.567	444.745	449.705	50.0802	53.0763	LCM	GO:0008168,GO:0032259
MT_RS19760	87.7824	80.537	110.697	146.129	96.7103	93.9373	145.997	116.331	SnoaL_2	
MT_RS19765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS19770	109.401	109.054	84.6779	86.2008	96.3197	107.65	83.5262	83.7569		
MT_RS19785	67.1832	58.7763	47.5437	70.7969	81.0186	89.2487	69.4543	50.4619		
MT_RS19800	72.3274	72.735	92.5302	80.852	86.9585	95.0978	83.1783	73.2128	Aminotran_1_2	GO:0009058,GO:0030170
MT_RS19805	62.1424	72.2964	112.992	102.056	80.8411	88.623	110.693	105.667		
MT_RS19810	203.074	206.777	425.626	430.892	366.37	357.32	404.918	428.463	ECH_1,ECH_2	GO:0003824,GO:0003860
MT_RS19815	77.1968	77.5133	125.498	112.271	111.674	116.45	124.407	112.81	Beta-lactamase	
MT_RS19835	119.355	118.761	128.373	127.054	117.761	119.912	126.163	120.764	ADH_N,ADH_zinc_N,ADH_zinc_N_2	GO:0055114
MT_RS19840	318.475	312.34	263.797	248.115	311.531	336.337	261.234	209.738	Aminotran_5,Cys_Met_Meta_PP	GO:0019346,GO:0030170
MT_RS19845	60.6359	67.1556	74.2766	62.2682	55.2798	60.8421	65.4077	62.3222		
MT_RS19850	326.546	301.325	443.394	477.894	473.562	481.417	476.491	456.833	DUF2587	GO:0061136
MT_RS19855	46.3081	53.938	67.8524	61.8576	60.589	57.7064	57.6901	50.2536	ABC_tran	GO:0005524,GO:0016887
MT_RS19860	250.766	299.226	388.876	269.38	242.792	312.375	306.268	218.892	Glyco_tranf_2_3,Glycos_transf_2	
MT_RS19865	193.365	224.238	236.416	215.725	206.752	220.503	213.838	187.983	ABC2_membrane	GO:0016020
MT_RS19880	51.1282	58.5839	73.0985	61.4397	51.9359	60.7126	66.7363	58.7247	Glyco_tranf_2_4,Peptidase_M23	
MT_RS19885	18.2275	18.9715	28.0682	28.1264	22.7376	21.4391	24.2195	25.697	LCM	GO:0008168,GO:0032259
MT_RS19890	75.0666	71.9328	107.727	114.194	99.7901	83.8373	105.975	116.285	GreA_GreB	GO:0003677,GO:0032784
MT_RS19895	74.5985	68.8021	135.655	121.922	127.813	134.129	120.474	118.139	GtrA	GO:0000271,GO:0016021
MT_RS19900	64.6251	69.794	110.209	99.5423	109.769	127.478	92.5691	91.5182	ALO,FAD_binding_4	GO:0003885,GO:0016020,GO:0016491,GO:0050660,GO:0055114
MT_RS19905	142.73	150.762	217.248	203.827	218.608	234.143	184.99	170.58	KR,adh_short,adh_short_C2	
MT_RS19910	61.354	53.5514	84.3487	79.293	78.362	91.0251	81.4187	76.3787	AftA_C,AftA_N	GO:0005886,GO:0016021,GO:0016757,GO:0044038
MT_RS19915	71.7672	73.5189	125.637	118.888	96.2436	105.159	110.303	109.609	Arabino_trans_C,Arabino_trans_N,Arabinose_trans	GO:0052636,GO:0071766
MT_RS19920	95.999	100.522	140.676	144.997	152.737	159.947	134.278	133.047	Arabino_trans_C,Arabino_trans_N,Arabinose_trans	GO:0052636,GO:0071766
MT_RS19925	91.8569	94.3511	147.937	130.497	133.792	148.321	126.189	120.35	Arabino_trans_C,Arabino_trans_N,Arabinose_trans	GO:0052636,GO:0071766
MT_RS19930	60.8279	74.4546	108.282	85.0458	96.5521	100.389	91.5566	84.6818	Lactamase_B,Lactamase_B_2	
MT_RS19935	20.1905	19.7476	33.6453	37.992	30.7851	29.4297	35.2784	38.7069	Acyl-CoA_dh_1,Acyl-CoA_dh_2,Acyl-CoA_dh_M,AidB_N	GO:0016627,GO:0055114
MT_RS19940	22.2474	17.9941	18.2607	13.1822	9.90644	11.4666	15.0947	1.58918	DDE_Tnp_ISL3,HTH_Tnp_ISL3,zf-ISL3	
MT_RS19945	544.875	614.318	807.023	726.103	586.939	639.213	675.818	590.515	Carboxyl_trans	
MT_RS19950	592.463	589.996	755.619	752.077	560.39	580.212	640.8	608.166	Acyl_transf_1,KAsynt_C_assoc,Ketoacyl-synt_C,PP-binding,Thioesterase,Thiolase_N,ketoacyl-synt	GO:0009058,GO:0016747,GO:0016788
MT_RS19955	635.965	633.485	786.186	860.462	696.016	662.906	710.112	757.752	AMP-binding	GO:0003824
MT_RS19960	284.986	293.859	215.148	211.107	277.364	270.447	212.369	225.15	Cutinase,PE-PPE	GO:0016787
MT_RS19965	246.8	251.443	538.322	611.864	354.303	337.612	504.007	551.487	Esterase	
MT_RS19970	1551.22	1776.79	1580.87	1383.0	2353.37	2213.12	1198.77	1041.05	Esterase	
MT_RS19975	90.845	97.9609	151.752	140.478	106.256	122.115	126.5	107.271		
MT_RS19980	160.098	178.932	236.599	210.845	183.805	193.239	199.717	168.205	UbiA	GO:0016021,GO:0016765
MT_RS19985	169.538	151.799	200.353	239.787	179.289	171.867	192.447	197.25	PAP2,PAP2_3	
MT_RS19990	177.531	184.096	282.563	252.509	226.733	244.953	239.403	219.992	Glft2_N,Glyco_tranf_2_3	
MT_RS19995	155.264	195.874	264.523	164.191	217.706	263.961	179.423	148.703	Amino_oxidase,GLF,NAD_binding_8	GO:0008767,GO:0016491,GO:0055114
MT_RS20000	1222.48	1177.17	1158.83	1125.79	965.362	1001.2	1103.59	1268.23	GLTT	
MT_RS20005	194.513	219.773	267.047	220.412	182.634	209.451	197.761	185.448	Amidase_2,LGFP	GO:0008745,GO:0009253
MT_RS20010	69.1151	71.9981	79.8032	65.1959	60.8371	71.3745	61.8885	61.3923	PE	
MT_RS20015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS20020	67.7342	62.1684	65.8016	66.0343	57.3726	60.4708	65.6473	57.1287	Hydrolase_3,S6PP	
MT_RS20025	80.6586	72.6038	63.5801	79.8864	87.8818	73.8471	60.7339	66.3619	Acyltransferase	GO:0016746
MT_RS20030	123.393	129.847	109.794	119.249	118.476	115.076	109.711	112.119	Acyltransferase	GO:0016746
MT_RS20035	259.524	277.099	238.297	257.682	244.405	236.234	218.259	210.023	Acyltransferase	GO:0016746
MT_RS20040	30.0574	24.3884	24.4893	29.4207	36.1249	34.5031	33.9323	32.1276	APH	
MT_RS20045	89.0706	90.9246	108.646	85.0099	135.486	145.068	94.8526	79.628	Lactamase_B_3,Rieske	GO:0016491,GO:0051537,GO:0055114
MT_RS20050	106.239	117.605	130.602	119.153	142.031	185.118	120.769	120.996		
MT_RS20055	60.464	62.7826	88.2132	84.1953	101.157	106.467	78.8312	79.4299	Condensation	
MT_RS20060	95.0879	97.9802	109.781	109.9	78.9963	78.9295	97.6542	78.8036	SfLAP	
MT_RS20065	331.093	356.971	125.947	106.201	485.255	536.295	121.695	145.1	PE-PPE	
MT_RS20070	221.661	263.609	52.8316	47.2833	235.358	258.825	57.9479	50.1248	MMPL,Sterol-sensing	GO:0016020
MT_RS20075	461.078	475.981	66.9507	72.066	544.121	533.727	90.9163	101.149	Condensation	
MT_RS20080	718.224	765.215	75.0387	73.2678	638.724	651.23	93.3765	110.181	ADH_N,ADH_zinc_N,ADH_zinc_N_2,Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,Thiolase_N,adh_short,ketoacyl-synt	GO:0016747,GO:0055114
MT_RS20085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS20090	84.7838	90.5385	87.7549	80.7855	134.348	142.678	83.5024	82.9653	AMP-binding	GO:0003824
MT_RS20095	111.755	131.203	83.5123	76.3248	95.7799	98.2003	68.1552	68.4519	HTH_OrfB_IS605,OrfB_IS605	
MT_RS20100	14.821	18.6638	9.08798	9.0244	11.4988	10.3929	7.91428	4.23953	Resolvase	GO:0000150,GO:0003677,GO:0006310
MT_RS20105	27.6895	29.4104	29.7135	24.6869	24.8085	30.9582	24.7717	21.5986	Amino_oxidase,FAD_binding_2,NAD_binding_8	GO:0016491,GO:0055114
MT_RS20110	18.7474	14.63	21.5549	16.6122	19.5014	24.1599	22.1523	17.1998	TetR_N	GO:0003677
MT_RS20115	125.732	139.527	211.87	238.661	202.834	178.757	189.827	230.546	DUF2834	
MT_RS20120	34.582	33.5766	77.6074	69.4773	58.0461	56.924	60.8114	69.3853	Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,NodS,RrnaAD	GO:0008168,GO:0008757,GO:0009312,GO:0009877
MT_RS20125	39.2275	42.7203	37.8351	39.6481	48.5641	46.0968	41.2024	38.7248	AraC_binding,Cupin_2,HTH_18,HTH_AraC	GO:0003700,GO:0006355,GO:0043565
MT_RS20130	36.2984	34.7134	39.3531	42.4039	53.0027	55.6644	39.8512	44.0083	Seryl_tRNA_N,tRNA-synt_2b	GO:0000166,GO:0004812,GO:0005524,GO:0006418
MT_RS20135	85.4687	93.6865	128.271	104.206	106.643	121.656	111.202	104.306	Septum_form	
MT_RS20140	65.4854	77.5338	99.7515	72.0488	82.6645	87.2177	73.6688	63.6501	Zincin_1	
MT_RS20145	186.764	199.081	92.7972	85.9632	112.082	106.287	101.316	72.1275	His_Phos_1	
MT_RS20150	159.604	150.85	109.693	118.406	106.923	100.182	97.2298	86.7023	ACT,PDT	GO:0004664,GO:0009094
MT_RS20155	17.7715	23.6385	39.9004	38.5285	26.9264	35.6339	42.7027	48.8951		
MT_RS20160	48.7211	54.8083	77.8548	52.0716	58.5115	71.5028	52.5591	41.689	LytR_cpsA_psr	
MT_RS20165	5123.15	4854.65	4790.24	5349.05	5526.21	5259.21	7443.34	5495.93	Ferritin,Rubrerythrin	GO:0006879,GO:0008199,GO:0016491,GO:0046872,GO:0055114
MT_RS20170	459.179	525.344	547.613	513.519	526.87	551.355	676.653	525.712	GDPD	GO:0006629,GO:0008081
MT_RS20175	346.706	333.575	226.579	263.323	268.649	247.44	253.893	267.154	DUF4328	
MT_RS20180	86.6239	93.1943	60.6455	52.0046	71.553	71.1649	57.7578	46.7979	DEDD_Tnp_IS110	GO:0003677,GO:0004803,GO:0006313
MT_RS20185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS20195	244.323	222.791	308.918	404.778	354.136	265.938	339.334	370.631	Sod_Fe_C,Sod_Fe_N	GO:0004784,GO:0006801,GO:0046872,GO:0055114
MT_RS20200	203.813	214.242	141.284	120.838	143.832	153.805	143.781	117.852		
MT_RS20205	199.11	203.882	106.871	89.9563	119.672	128.579	136.447	116.066	UPF0016	
MT_RS20210	577.162	600.318	562.379	570.577	735.867	639.302	610.87	628.814		
MT_RS20215	150.785	141.278	184.964	202.091	237.349	251.016	206.615	251.453		
MT_RS20220	4.93995	6.30262	7.6472	6.17621	9.62326	3.70459	8.12468	7.01974		
MT_RS20225	746.83	685.262	1481.66	1559.41	1239.69	1243.74	1519.95	1701.32		
MT_RS20230	365.266	364.122	511.084	597.64	437.709	421.339	557.151	599.279	RraA-like	
MT_RS20235	238.877	370.214	197.438	161.1	143.555	156.993	179.727	157.332	FMO-like,NAD_binding_8,Pyr_redox_2,Pyr_redox_3	GO:0004499,GO:0016491,GO:0050660,GO:0050661,GO:0055114
MT_RS20240	140.347	183.429	90.4815	63.2334	83.7991	106.02	82.0562	68.8295	TetR_N	GO:0003677
MT_RS20245	173.857	189.399	171.992	160.846	78.6836	84.3706	139.686	121.051	HHH_8,PHP	GO:0003824
MT_RS20250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS20255	133.027	144.715	205.771	204.593	171.155	176.698	220.867	210.4	Amino_oxidase,FAD_binding_2,FAD_binding_3,FAD_oxidored,Fer4_20,HI0933_like,NAD_binding_8,Pyr_redox,Pyr_redox_2	GO:0016491,GO:0055114,GO:0071949
MT_RS20260	205.822	234.704	248.405	241.229	230.006	242.002	259.51	263.057	GATase_2,GXGXG,Glu_syn_central,Glu_synthase	GO:0006537,GO:0006807,GO:0015930,GO:0016491,GO:0016638,GO:0055114
MT_RS20265	32.1912	39.6639	42.5235	32.5771	46.8647	52.7276	42.7411	38.2018	CbiA	
MT_RS20270	485.639	482.456	316.462	224.39	518.519	580.116	333.065	385.965		
MT_RS20275	491.963	376.307	225.618	241.999	619.46	508.041	289.921	296.334	Whib	
MT_RS20280	153.286	159.932	140.372	129.548	130.166	143.499	176.555	168.499		
MT_RS20285	458.205	493.628	451.611	495.978	437.339	395.303	500.769	650.881		
MT_RS20290	2633.16	2939.13	2380.27	2269.13	2282.17	1966.44	2490.51	2540.03	T7SS_ESX_EspC	GO:0009306
MT_RS20295	558.016	592.683	431.407	444.246	418.73	411.443	526.97	502.211	ESX-1_EspG	
MT_RS20300	634.375	675.686	509.632	571.775	641.555	617.703	631.923	715.852		
MT_RS20305	360.717	417.439	348.935	341.497	371.966	396.209	401.291	372.947	AAA,AAA_lid_6,Mg_chelatase,RuvB_N	GO:0005524,GO:0006281,GO:0006310,GO:0009378
MT_RS20310	284.907	329.769	297.4	233.51	234.555	282.14	298.256	274.308	T7SS_ESX1_EccB	
MT_RS20315	415.933	492.689	412.014	350.459	353.136	393.499	394.207	374.159	FtsK_SpoIIIE	GO:0000166,GO:0003677,GO:0005524
MT_RS20320	370.29	406.497	356.637	328.553	281.476	303.782	345.663	328.331	FtsK_SpoIIIE	GO:0000166,GO:0003677,GO:0005524
MT_RS20325	3463.74	3250.29	1950.9	2158.03	2352.1	2081.51	1878.79	2038.03	PE	
MT_RS20330	1297.61	1286.26	820.962	843.29	881.144	887.056	989.887	1024.85	PPE	
MT_RS20335	57932.9	60176.7	40539.2	41151.9	45067.3	42369.1	49191.1	52197.7	T7SS_ESX_EspC,WXG100	GO:0009306
MT_RS20340	163801.0	144711.0	105516.0	112357.0	137104.0	134120.0	141498.0	153265.0	WXG100	
MT_RS20345	171.147	189.815	213.213	180.564	185.699	199.409	201.143	176.982	AAA_31,ArsA_ATPase,CBP_BcsQ,CbiA	
MT_RS20350	200.952	223.823	241.226	217.416	202.057	216.844	228.813	203.474	YukD	
MT_RS20355	400.905	397.891	413.943	418.434	325.266	333.039	434.415	436.161		
MT_RS20360	761.429	731.924	401.81	420.011	378.198	397.77	450.123	480.529		
MT_RS20365	1695.57	1539.65	1062.37	1112.53	1256.16	1117.06	1129.71	1274.87	YbaB_DNA_bd	
MT_RS20370	806.548	755.465	401.489	459.308	505.434	472.101	450.324	498.03	EspB_PE	
MT_RS20375	120.714	122.703	118.505	114.471	173.497	174.214	111.223	103.872	EccE	
MT_RS20380	213.812	216.138	171.669	164.816	244.751	244.199	162.276	169.99	Peptidase_S8	GO:0004252,GO:0006508
MT_RS20385	40.7176	57.9568	51.053	41.4739	56.4135	64.0224	41.0693	36.0324	AAA,AAA_lid_6	GO:0005524
MT_RS20390	30.2608	35.1568	48.1578	38.5217	42.9319	49.7878	43.1337	33.0001		
MT_RS20395	32.3719	35.9614	53.0424	48.323	50.9759	54.8976	49.5068	49.7026		
MT_RS20400	32.6927	40.2747	56.8218	54.3665	49.3542	49.9883	51.9984	45.4484	YukD	
MT_RS20405	63.6442	73.2706	122.064	121.792	115.803	114.225	129.821	125.296		
MT_RS20410	76.8936	70.797	134.811	109.8	103.906	108.705	129.819	112.083	ESX-1_EspG	
MT_RS20415	144.429	101.051	155.064	218.436	178.494	136.262	164.746	297.923	WXG100	
MT_RS20420	3105.63	2245.4	3962.22	5164.67	3479.28	2740.08	4394.33	6063.32	WXG100	
MT_RS20425	24.8743	21.4131	20.2882	18.7264	30.524	28.081	20.5652	21.094	PPE	
MT_RS20430	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PE	
MT_RS20435	56.7327	64.9959	72.5836	66.7501	66.4214	68.6063	66.2573	59.6001	FtsK_SpoIIIE	GO:0000166,GO:0003677,GO:0005524
MT_RS20440	41.0933	40.5984	47.3377	49.7935	45.2409	44.1544	48.7934	49.9339	T7SS_ESX1_EccB	
MT_RS20445	82.1723	81.6537	96.1685	83.103	89.5295	113.914	92.2644	81.7517		
MT_RS20450	152.66	136.952	152.688	165.868	171.948	168.727	145.123	149.125		
MT_RS20455	275.684	300.569	350.466	389.588	412.277	432.278	348.991	403.622		
MT_RS20460	48.0553	52.2586	80.682	61.5735	64.9225	79.4284	66.8889	53.6216	DUF5631,DUF5632	
MT_RS20465	45.8706	48.2671	67.7881	66.1595	54.7818	55.0392	60.432	54.6998		
MT_RS20470	100.544	104.354	154.719	126.205	131.094	150.202	118.445	94.9661		
MT_RS20475	37.6541	37.4387	69.5457	52.272	41.6504	51.6069	55.9499	54.4296	Imm61	
MT_RS20480	7.55097	9.80531	12.6667	11.9436	10.0333	11.0835	10.9163	8.99262	TNT	
MT_RS20485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	WXG100	
MT_RS20490	16.4744	10.5094	14.8767	30.8959	14.2635	20.5909	18.0635	15.6069	WXG100	
MT_RS20495	61.3887	71.7653	104.977	75.6807	67.6739	88.2194	98.6172	60.6582		
MT_RS20500	74.3602	71.7589	80.2605	79.7681	89.5613	92.0589	84.1025	69.7462	HD,PolyA_pol,PolyA_pol_RNAbd	GO:0003723,GO:0006396,GO:0016779
MT_RS20505	119.148	113.411	154.884	149.975	135.265	144.214	140.115	128.321	NUDIX	GO:0016787
MT_RS20510	79.386	81.0567	125.988	106.985	98.1087	115.318	112.735	99.1085		
MT_RS20515	164.808	171.389	201.107	167.778	180.01	210.61	183.46	163.44	MurJ	
MT_RS20520	27.0284	27.3767	39.9245	27.7305	33.628	44.5614	31.8978	26.0938	Sigma70_ECF,Sigma70_r2,Sigma70_r4,Sigma70_r4_2	GO:0003677,GO:0003700,GO:0006352,GO:0006355,GO:0016987
MT_RS20525	19.0048	16.3298	30.5208	27.3978	14.8593	17.2577	28.2801	29.3944		
MT_RS20530	165.954	165.331	145.683	163.768	207.193	197.162	182.451	215.477	FAD_binding_2,Pyr_redox,Pyr_redox_2,Pyr_redox_3	GO:0016491,GO:0055114
MT_RS20535	781.149	854.042	729.47	883.728	1093.78	1080.88	834.706	990.509	KaiB,Thioredoxin,Thioredoxin_2	GO:0045454,GO:0048511
MT_RS20540	312.472	304.377	445.531	414.607	377.548	400.547	379.259	356.095	Amidase_3,PG_binding_1	GO:0008745,GO:0009253
MT_RS20545	238.084	248.402	176.046	157.558	139.436	147.561	151.244	132.442		
MT_RS20550	151.271	175.036	240.635	232.06	154.518	159.113	199.991	198.674	HTH_ParB,ParBc	
MT_RS20555	104.481	120.302	208.622	170.869	124.82	139.726	159.403	130.428	AAA_31,ArsA_ATPase,CbiA,MipZ,ParA	
MT_RS20560	79.9549	93.6286	100.333	101.667	86.9819	88.0776	86.4374	60.11	GidB	GO:0005737,GO:0006364,GO:0008649
MT_RS20565	224.617	273.235	315.336	298.595	293.629	282.164	236.313	136.816	R3H	GO:0003676
